URL,Title of the Page,Type of Source,PEP Role Referenced,Content Snippet
https://www.gov.za/person/ebrahim-rasool-1,Ebrahim Rasool appointed as Ambassador,Government,Ambassador,"Ebrahim Rasool serves as Ambassador in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.iol.co.za/government/political-party-leader/john-steenhuisen-2,John Steenhuisen addresses parliament,News,Political Party Leader,"John Steenhuisen serves as Political Party Leader in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.treasury.gov.za/government/minister/naledi-pandor,Naledi Pandor addresses parliament,Government,Minister,"Naledi Pandor serves as Minister in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/politics/athol-trollip-biography-1,Profile of Athol Trollip - Mayor,News,Mayor,"Athol Trollip serves as Mayor in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/profile/paul-mashatile-6218,Paul Mashatile - Official President Profile,Government,President,"Paul Mashatile serves as President in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.judiciary.org.za/government/judge/mandisa-maya-1,Profile of Mandisa Maya - Judge,Government,Judge,"Mandisa Maya serves as Judge in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.gov.za/government/judge/mandisa-maya-2,Mandisa Maya speaks on government policy,Government,Judge,"Mandisa Maya serves as Judge in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.judiciary.org.za/person/mandisa-maya-3,Mandisa Maya appointed as Judge,Government,Judge,"Mandisa Maya serves as Judge in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.news24.com/profile/mogoeng-mogoeng-7313,Interview with Mogoeng Mogoeng,News,Judge,"Mogoeng Mogoeng serves as Judge in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.sandf.mil.za/government/military-officer/seymour-goosen,Interview with Seymour Goosen,Other,Military Officer,"Seymour Goosen serves as Military Officer in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
https://www.timeslive.co.za/government/ambassador/ebrahim-rasool,"Biography: Ebrahim Rasool, Ambassador",News,Ambassador,"Ebrahim Rasool serves as Ambassador in the South African government. This page contains detailed information about their political career, responsibilities, and public statements."
